web-scraper-order,web-scraper-start-url,nama,caption,ulasan,ulasan_preprocessed,label,sentiment,score;;;;;;
"1680415691-200,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,riska161,Dataran tinggi dieng,""Dataran tinggi dieng menyimpan banyak potensi wisata. Pengunjung bisa melihat candi arjuna, telaga warna dieng, sunrise di cikunir, gunung. jalanan menuju dieng cukup berkelok kelok. Jika berwisata di dieng jangan lupa untuk membeli carica sebagai oleh oleh"",""dataran dieng menyimpan potensi wisata . pengunjung candi arjuna , telaga warna dieng , sunris cikunir , gunung . jalanan dieng berkelok kelok . berwisata dieng lupa memb carica"",negative,""[{'label': 'negative', 'score': 0.8132206201553345}]"",0.8132206201553345";;;;;;
"1680415691-201,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Sandersonthe,Pemandangannya Sangat Indah,Perjalanan dari semarang ke Dieng di tempuh hampir lima jam dengan mobil. Pemandangan di sana sangat indah dan waktu sore kelihatan puncak gunung di liputi oleh awan putih seolah olah kita berada di awan. Cuaca dingin dan perlu bawah jaket tebal. Danau beberapa warna tempat favorit untuk berfoto bersama sambil menikmati jagung bakar  sambil bersantai,perjalanan semarang dieng tempuh jam mobil . pemandangan indah sore puncak gunung liputi awan putih olah awan . cuaca dingin jaket tebal . danau warna favorit berfoto menikmati jagung bakar bersantai,negative,""[{'label': 'negative', 'score': 0.8341296315193176}]"",0.8341296315193176";;;;;;
"1680415691-202,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,nizamj0gja,udara yang dingin sekali,""menginap di dataran dieng memang sangat menyenangkan,karena bisa bangun pagi untuk mengejar matahari terbit di gunung si kunir.luar biasa indahnya awan atau kabut yang datang di pagi hari.";;;;;;
"sayangnya akses jalan di sekitar menuju ke lembah gunung si kunir kurang nyaman."",""menginap dataran dieng menyenangkan , bangun pagi mengejar matahari terbit gunung si kunir.luar indahnya awan kabut pagi . sayangnya aks jalan lembah gunung si kunir nyaman ."",positive,""[{'label': 'positive', 'score': 0.7165312767028809}]"",0.7165312767028809";;;;;;
"1680415691-203,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,erfiantobagusy,Negeri diatas awan..,""Saya sudah lama ingin wisata ke Dieng karena penasaran dengan pesona Golden Sunrise yang katanya sangat indah,,";;;;;;
dan Minggu lalu saya beserta 3 orang teman kantor akhirnya memutuskan untuk berwisata ke Dieng..;;;;;;
Setelah menempuh perjalanan kereta Serayu Malam yang cukup melelahkan dan perjalanan darat dari Purwokerto menuju Dieng selama 5jam akhirnya kami tiba di Dataran Tinggi Dieng..;;;;;;
Kesan pertama begitu sampai sini saya merasakan seluruh kepenatan di kepala hilang begitu melihat anugrah Tuhan yang sangat indah ini..;;;;;;
Dan pada pagi hari besoknya saya dibuat takjub oleh keindahan golden sunrise dari puncak bukit sikunir..;;;;;;
sungguh kelelahan perjalanan menuju puncak sikunir terbayarkan dengan keindahan yang tidak bisa diungkapkan dengan kata-kata..;;;;;;
"disini saya merasa sedang berada di negeri diatas awan.."",""wisata dieng penasaran pesona golden sunris indah , , minggu beserta 3 orang teman kantor memutuskan berwisata dieng .. menempuh perjalanan kereta serayu malam melelahkan perjalanan darat purwokerto dieng 5jam dataran dieng .. kesan merasakan kepenatan kepala hilang anugrah tuhan indah .. pagi besoknya takjub keindahan golden sunris puncak bukit sikunir .. sungguh kelelahan perjalanan puncak sikunir terbayarkan keindahan kata-kata .. negeri diata awan .."",positive,""[{'label': 'positive', 'score': 0.7847495079040527}]"",0.7847495079040527";;;;;;
"1680415691-204,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,fatma330,Puncaknya Tinggi dan Curam,""Saya sangat semangat ketika ingin mengunjungi Dieng dan berharap bisa mendaki hingga puncak dan melihat matahari terbit di pagi hari.... namun saya sangat kecewa karena  saya tidak dapat mencapai puncak, jalannya curam dan licin, sebelum mendapatkan kaki gunung, kami berjalan kaki (menurut info sekitar 5 Km), karena semangat, saya jalan kaki dengan semangat, namun hasilnya sudah cape duluan dan nyerah deh... saya hanya bisa 30% saja dan kembali ke tempat semula. Hati saya terobati dengan pemandangan yang indah dan udara yang sangat dingin dan sejuk, membuat nafas lega dan merdeka. perlu pembenahan, agar dapat menyenangkan pengunjung."",""semangat mengunjungi dieng berharap mendaki puncak matahari terbit pagi .... kecewa mencapai puncak , jalannya curam licin , kaki gunung , berjalan kaki ( info 5 km ) , semangat , jalan kaki semangat , hasilnya cape duluan nyerah deh ... 30 % . hati terobati pemandangan indah udara dingin sejuk , nafa lega merdeka . pembenahan , menyenangkan pengunjung ."",negative,""[{'label': 'negative', 'score': 0.9509381055831909}]"",0.9509381055831909";;;;;;
"1680415691-205,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Uylarmay,Dataran tinggi yang asri,""Sejuk nyaman, dan indah, jalanan yg berkelok-kelok, namun masih kental dengan kultur adat setempat, luar biasa sampe pernah nyasar ke desa di dieng yang nemu jalan buntu,, takjub"",""sejuk nyaman , indah , jalanan yg berkelok-kelok , kental kultur adat , samp nyasar desa dieng nemu jalan buntu , , takjub"",negative,""[{'label': 'negative', 'score': 0.922670841217041}]"",0.922670841217041";;;;;;
"1680415691-206,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,dhany_mulya,NEGERI DI ATAS AWAN,""indah hawa sejuk menenangkan,, hanya di cuaca  tertentu memang konon gas uap kawah sedikit berbahaya... namun saya merasa mnjadi sang pangeran saat bisa bersentuhan dengan awan secara langsung .... allah maha besar"",""indah hawa sejuk menenangkan , , cuaca konon ga uap kawah berbahaya ... mnjadi sang pangeran bersentuhan awan langsung .... allah maha"",negative,""[{'label': 'negative', 'score': 0.8909434080123901}]"",0.8909434080123901";;;;;;
"1680415691-207,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,my_adventure08,""Jawaika """"Negeri di atas Awan"""" , Dieng, Jawa Tengah, Indonesia"",""Saya sebut """"Jawaika"""" karna terkenal pesat musik Reggae-nya dan Banyak anak-anak berambut Gimbal dan berada di Pulau Jawa";;;;;;
"Negeri diatas awan karena kawasan dataran tinggi yang berada pada ketinggian 2000 lebih dpm (di atas permukaan laut)"",`` jawaika '' karna terken pesat musik reggae-nya anak-anak berambut gimbal pulau jawa negeri diata awan kawasan dataran ketinggian 2000 dpm ( permukaan laut ),negative,""[{'label': 'negative', 'score': 0.9569724202156067}]"",0.9569724202156067";;;;;;
"1680415691-208,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Heroenoerprawonoe,Ritual Potong Rambut Gimbal,""akhir agustus kemaren saya ke Dieng untuk melihat ritual rambut gimbal yang di potong, dan luar biasa rameeee nya dieng, so far obyek wisatanya yg di tawarkan memang menarik, yang menjadi tidak menarik adalah sampah yang betebaran di area obyek wisata..."",""agustu kemaren dieng ritual rambut gimbal potong , rameee nya dieng , so far obyek wisatanya yg tawarkan menarik , menarik sampah betebaran area obyek wisata ..."",negative,""[{'label': 'negative', 'score': 0.9828061461448669}]"",0.9828061461448669";;;;;;
"1680415691-209,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Junita_SM_Tampubolon,Dataran Tinggi Dieng,""It's my first solo travelling. Dataran tinggi Dieng sangat luar biasa. Saya sarankan klo mau kesana ambil penerbangan pagi klo naik pesawat dan kereta malam klo naik kereta api karena untuk ke Dieng, kita harus ke Magelang dulu dan dari sana bisa naik midro bus dari terminal atau naik bus yang dari Semarang tapi menunggunya harus di Secang. Klo lancar seharusnya lebih kurang 4 jam dr Jogja sudah sampai di Wonosobo.";;;;;;
Dari Wonosobo harus transit lagi untuk ke Dieng. Menurut saya lebih enak sewa motor untuk naik tapi jangan lupa untuk bawa jaket yang tebal, sarung tangan, kanebo, dan sepatu yang nyaman, terutama klo kita kesana dalam masa liburan. Macet bokk;;;;;;
Dalam perjalanan kita udah disuguhkan pemandangan pengunungan dikiri kanan,semakin naik kita akan melihat perkebunan kentang di kiri kanan jalan.Indah sekali.;;;;;;
Banyak tempat bisa dikunjungi disana, mulai dari Telaga Warna dan Telaga Pengilon yang letaknya berdampingan tapi warna nya tidak saling mempengaruhi. Sayangnya ada banyak sampah dan telaga Warna saat ini hanya didominasi 1 warna yaitu hijau. Pendangkalan juga terjadi hampir disemua sisi. Tapi pemandangannya indah sekali. Selain itu ada Kawah Sikidang, Komplek Candi Arjuna, Museum Kaliasa, dan beberapa tempat lagi yang sayang untuk dilewatkan tapi recommended untuk dikunjungi. Bahkan saat ini yang juga jadi primadona adalah sunrise di Gunung Sikunir yang ga sempat aku liat..;;;;;;
"Ga akan menyesallah kesana."",""it 's my first solo travel . dataran dieng . sarankan klo kesana ambil penerbangan pagi klo pesawat kereta malam klo kereta api dieng , magelang midro bu termin bu semarang menunggunya secang . klo lancar 4 jam dr jogja wonosobo . wonosobo transit dieng . enak sewa motor lupa bawa jaket tebal , sarung tangan , kanebo , sepatu nyaman , klo kesana liburan . macet bokk perjalanan udah disuguhkan pemandangan pengunungan dikiri kanan , perkebunan kentang kiri kanan jalan.indah . dikunjungi disana , telaga warna telaga pengilon letaknya berdampingan warna nya mempengaruhi . sayangnya sampah telaga warna didominasi 1 warna hijau . pendangkalan disemua sisi . pemandangannya indah . kawah sikidang , komplek candi arjuna , museum kaliasa , sayang dilewatkan recommend dikunjungi . primadona sunris gunung sikunir ga liat .. ga menyesallah kesana ."",positive,""[{'label': 'positive', 'score': 0.9858323335647583}]"",0.9858323335647583";;;;;;
"1680415691-210,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Mursito,Wisata pegunungan yang indah,""Dieng adalah salah satu lokasi wisata pegunungan di Jawa. Masih banyak yang lain seperti Puncak, Tangkuban Perahu, Kaliurang, Kopeng, Cemaro Sewu, atau Gunung Batur. Menurut hemat kami, Dieng adalah yang terlengkap dan terasik. Berikut sekedar berbagi cerita, bagaimana kami sekeluarga menikmatinya.";;;;;;
;;;;;;
Rombongan kami terdiri atas 3 dewasa, 2 anak remaja, dan 1 anak kecil. Kami datang memakai mobil Kijang sendiri, bulan Juli 2014. Kami dengar tiap tanggal 30 Juli, ada perayaan budaya di Dieng. Sayang kami kecele, untuk tahun ini perayaaanya di undur tanggal 30 Agustus.;;;;;;
;;;;;;
"Kami datang subuh, lalu langsung cari penginapan. Di sini banyak penginapan, kebetulan kami pilih Home Stay """"Arjuna"""" (dekat Mesjid, sudah buka subuh-subuh, dan ada tempat parkir). Biayanya 250.000/kamar, dan lumayan bersih, dengan air hangat. Yang menyambut sangat ramah, dan langsung menawarkan jasa guide all-in 500.000 (untuk 6 orang). Kami terima, dan ternyata itu keputusan yang bagus. Mas Guide inilah yang menunjukkan tempat-tempat indah di Dieng. Demikian pula """"waktu"""" yang tepat untuk ke lokasi-lokasi tersebut. ";;;;;;
Ini dia jadwal wisata 2 hari 1 malam kami:;;;;;;
Pagi (08 - 10): ;;;;;;
Naik mobil ke ke Telaga Warna. Tenang dan damai di pagi hari.;;;;;;
Ke museum Dieng, lihat Telaga Warna dari bukit. Indah sekali, harus lihat !;;;;;;
Keliling lihat PLTP Gas alam. Buat yang senang sains :);;;;;;
;;;;;;
Siang: (11 - 13);;;;;;
Ke kawah sikidang. Lumpur panasnya menggelegak.;;;;;;
Ke Candi (Bima, Arjuna, dll). Peninggalan leluhur, namun kecil dibanding Prambanan atau Borobudur.;;;;;;
Makan siang bisa di lokasi Candi.;;;;;;
Pulang, istirahat.;;;;;;
;;;;;;
Sore (16 - 18);;;;;;
Jalan kaki keliling kota, lihat souvenir.;;;;;;
Main ke taman hiburan rakyat (hanya ada di bulan Ramadhan). Permainan rakyatnya murah sekali buat ukuran orang kota. Hanya 5000 sekali main (kora-kora, komidi putar, kincir, dll).;;;;;;
;;;;;;
Tidur semalam, lalu;;;;;;
Subuh (04);;;;;;
Pakai mobil ke gunung Sikunir, lalu mendaki si kunir untuk melihat sunrise;;;;;;
dan pemandangan seputar yang sangat indah.;;;;;;
Gunung Sikunir ini tidak tinggi, jadi anak kecilpun kuat mendakinya.;;;;;;
Kami sekeluarga sangat menikmatinya, berlama-lama di atas. Jam 10 baru turun.;;;;;;
;;;;;;
Siang: (11-);;;;;;
- Checkout, lalu bermobil turun ke Wonosobo sambil menikmati pemandangan ;;;;;;
perkebunan sepanjang jalan.;;;;;;
 ;;;;;;
;;;;;;
Lalu sedikit tips agar wisata anda nyaman:;;;;;;
1. Bawalah mobil off road yang kuat nanjak. Periksa radiator dan kopling, lalu jangan lupa isi bensin penuh dari Wonosobo. ;;;;;;
2. Bawa makanan, terutama buat anak. Makanan di Dieng terbatas.;;;;;;
3. Bawa jaket dan sepatu kuat. Di Dieng sendiri banyak yang jual sapu tangan, kupluk, topi, maupun masker.;;;;;;
4. Kebanyakan mobile phone sinyalnya rendah.;;;;;;
5. Bawa kamera digital dengan memory kosong yang banyak.;;;;;;
"6. Heran, harga-harga di Dieng tidak mahal, bahkan wajar, ke turis. Jadi tak perlu terlalu takut belanja di sini, walau memang tak banyak yang bisa dibeli orang kota :)"",""dieng salah lokasi wisata pegunungan jawa . puncak , tangkuban perahu , kaliurang , kopeng , cemaro sewu , gunung batur . hemat , dieng terlengkap terasik . sekedar berbagi cerita , sekeluarga menikmatinya . rombongan 3 dewasa , 2 anak remaja , 1 anak . memakai mobil kijang , juli 2014. dengar tanggal 30 juli , perayaan budaya dieng . sayang kecel , perayaaanya undur tanggal 30 agustu . subuh , langsung cari penginapan . penginapan , pilih home stay `` arjuna '' ( mesjid , buka subuh-subuh , parkir ) . biayanya 250.000/kamar , lumayan bersih , air hangat . menyambut ramah , langsung menawarkan jasa guid all-in 500.000 ( 6 orang ) . terima , keputusan bagu . ma guid tempat-tempat indah dieng . `` '' lokasi-lokasi . jadwal wisata 2 1 malam : pagi ( 08 - 10 ) : mobil telaga warna . tenang damai pagi . museum dieng , lihat telaga warna bukit . indah , lihat ! kelil lihat pltp ga alam . senang sain : ) siang : ( 11 - 13 ) kawah sikidang . lumpur panasnya menggelegak . candi ( bima , arjuna , dll ) . peninggalan leluhur , diband prambanan borobudur . makan siang lokasi candi . pulang , istirahat . sore ( 16 - 18 ) jalan kaki kelil kota , lihat souvenir . main taman hiburan rakyat ( ramadhan ) . permainan rakyatnya murah ukuran orang kota . 5000 main ( kora-kora , komidi putar , kincir , dll ) . tidur semalam , subuh ( 04 ) pakai mobil gunung sikunir , mendaki si kunir sunris pemandangan seputar indah . gunung sikunir , anak kecilpun kuat mendakinya . sekeluarga menikmatinya , berlama-lama . jam 10 turun . siang : ( 11- ) - checkout , bermobil turun wonosobo menikmati pemandangan perkebunan jalan . tip wisata nyaman : 1. bawalah mobil off road kuat nanjak . periksa radiat kopl , lupa isi bensin penuh wonosobo . 2. bawa makanan , anak . makanan dieng terbata . 3. bawa jaket sepatu kuat . dieng jual sapu tangan , kupluk , topi , masker . 4. kebanyakan mobil phone sinyalnya rendah . 5. bawa kamera digit memori kosong . 6. heran , harga-harga dieng mahal , wajar , turi . takut belanja , dibe orang kota : )"",positive,""[{'label': 'positive', 'score': 0.9951472878456116}]"",0.9951472878456116";;;;;;
"1680415691-211,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Bonny S,seribu kawah,""Saya sudah beberapa kali mengunjungi tempat ini baik bersama keluarga maupun teman-teman. Dieng adalah dataran tinggi vulkanik dengan banyak kawah aktif, disaat musim kemarau suhu udara justru bisa menjadi sangat dingin membekukan air dan kadang turun hujan es. banyak obyek wisata yang bisa dikunjungi antara lain kawasan candi,kawah-kawah dan danau-danau vulkanik yang berwarna warni karena mengandung belerang. Yang paling menarik menurut saya adalah mengunjungi kawah sikidang, kawah besar ini memiliki banyak lubang kepundan yang selalu berpindah atau melompat-lompat seperti kijang(sikidang). Curah hujan di dataran tinggi dieng cukup sering, boleh dibilang hampir setiap hari turun hujan, waktu kunjungan paling ideal adalah antara pukul 11 hingga 4 sore. selamat berlibur."",""kali mengunjungi keluarga teman-teman . dieng dataran vulkanik kawah aktif , disaat musim kemarau suhu udara dingin membekukan air kadang turun hujan es . obyek wisata dikunjungi kawasan candi , kawah-kawah danau-danau vulkanik berwarna warni mengandung belerang . menarik mengunjungi kawah sikidang , kawah memiliki lubang kepundan berpindah melompat-lompat kijang ( sikidang ) . curah hujan dataran dieng , dibilang turun hujan , kunjungan ideal 11 4 sore . selamat berlibur ."",negative,""[{'label': 'negative', 'score': 0.7106227874755859}]"",0.7106227874755859";;;;;;
"1680415691-212,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Kristiawan Basu... R,Tempat yang masih nyaman,""Menempuh perjalanan dari arah Purwokerto-Purbalingga-Banjarnegara-Wonosobo-Dieng, disuguhkan pemandangan yang menarik dengan jalan yang relatif bagus dan mulus. Tiba di Dataran Tinggi jam 12 siang dengan membeli tiket terusan sebesar 18.000 rupiah dengan 4 obyek wisata (Candi Arjuna, Kawah Sikidang, Film Dokumenter Dieng dan Candi Tigawarna), disambut udara yang cukup dingin. Secara umum lokasi wisata sudah tertata baik. Bagi yang mempunyai gangguan pernafasan disarankan membawa masker N95 bila berkunjung ke Kawah Sikidang, berhubung bau Sulfur (SO2 dan H2S) yang kadang sangat menusuk hidung. Bila ingin mengetahui secara ringkas tentang seluk beluk Dieng, jangan melewatkan pemutaran Film Dokumentar yang berisi informasi yang menarik. Layak untuk dikunjungi dengan keluarga. Banyak spot foto yang menarik."",""menempuh perjalanan arah purwokerto-purbalingga-banjarnegara-wonosobo-dieng , disuguhkan pemandangan menarik jalan relatif bagu mulu . dataran jam 12 siang memb tiket terusan 18.000 rupiah 4 obyek wisata ( candi arjuna , kawah sikidang , film dokument dieng candi tigawarna ) , disambut udara dingin . lokasi wisata tertata . gangguan pernafasan disarankan membawa masker n95 berkunjung kawah sikidang , berhubung bau sulfur ( so2 h2 ) kadang menusuk hidung . ringka seluk beluk dieng , melewatkan pemutaran film dokumentar berisi informasi menarik . layak dikunjungi keluarga . spot foto menarik ."",positive,""[{'label': 'positive', 'score': 0.9921432733535767}]"",0.9921432733535767";;;;;;
"1680415691-213,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,DHASANTI,Menghidupi Masyarakat dengan Belerang,""Gunung Dieng terletak di kota Wonosobo, Jawa tengah. Disini udara sangat dingin dan saya terpaksa harus memakai topi gunung untuk menahan dingin. Banyak objek wisata yg saya kunjungi disini, kawah ijen, candi, danau pancawarna dll. tapi yang sangat terkesan bagi saya adalah waktu saya melihat banyak orang memikul belerang dari puncak gunung ke tempat penampungan, kemudian ditimbang. Saya baru sadar bahwa mereka adalah penambang belerang, yaa... mereka hidup dari hasil menambang belerang. Dari puncak gunung saya turun ke perkebunan atau lebih tepatnya disebut pabrik pengalengan jamur kancing. Pemandangan sepanjang jalan sangat bagus tapi jalanan menuju ke sini sempit dan kurang bagus, apalagi tidak ada bengkel disekitarnya, jadi jika anda ingin berkunjung kesini pastikan kendaraan anda sehat."",""gunung dieng terletak kota wonosobo , jawa . udara dingin terpaksa memakai topi gunung menahan dingin . objek wisata yg kunjungi , kawah ijen , candi , danau pancawarna dll . terkesan orang memikul belerang puncak gunung penampungan , ditimbang . sadar penambang belerang , yaa ... hidup hasil menambang belerang . puncak gunung turun perkebunan tepatnya pabrik pengalengan jamur kanc . pemandangan jalan bagu jalanan sempit bagu , bengkel disekitarnya , berkunjung kesini pastikan kendaraan sehat ."",positive,""[{'label': 'positive', 'score': 0.668643593788147}]"",0.668643593788147";;;;;;
"1680415691-214,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Radiata,dingin belerang,""suasana yg tenang dan sejuk, kalo saya bilang sangat dingin bagi kami.";;;;;;
jika ingin melihat sunrise, kumpul di kaki gunung jam 4 pagi.;;;;;;
"perjalanan memakan waktu 30-60 menit jalan kaki."",""suasana yg tenang sejuk , kalo bilang dingin . sunris , kumpul kaki gunung jam 4 pagi . perjalanan memakan 30-60 menit jalan kaki ."",negative,""[{'label': 'negative', 'score': 0.9409061074256897}]"",0.9409061074256897";;;;;;
"1680415691-215,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,rtminerva,perjalanan terbaik,""Termasuk tempat wisata favorit kalau Dieng. Perjalanannya menyenangkan. tempat wisatanya rapih, teratur. Kebetulan saya dan keluarga menggunakan jasa pemandu wisata supaya bisa terarah wisatanya. Bapaknya baik dan tau semua cerita tentang objek2 wisata di Dieng. TOP pokoknya! ";;;;;;
"Suatu saat saya ingin sekali balik lagi berwisata ke Dieng :)"",""wisata favorit dieng . perjalanannya menyenangkan . wisatanya rapih , teratur . keluarga jasa pemandu wisata terarah wisatanya . bapaknya tau cerita objek2 wisata dieng . top pokoknya ! berwisata dieng : )"",negative,""[{'label': 'negative', 'score': 0.683834433555603}]"",0.683834433555603";;;;;;
"1680415691-216,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,banghuda,""Sunset yang sangat indah dari Sikunir, dieng"",""Jalur yang berliku, menaiki bukit di tengah dingin yang menggigit, di pagi yang masih gelap, kami memburu sunset yang termashur dari sikunir, dieng. Rasa lelah saat menaiki bukit sikunir, terbayar sudah saat melihat betapa indahnya Sunset, dan agungnya gunung Sindoro, sungguh sunset dieng sangat indah dan tak terlupakan di hati orang yang menyaksikan. dari sini, juga dekat dengan jeram serayu, jeram 14km dengan waktu 3 jam."",""jalur berliku , bukit dingin menggigit , pagi gelap , memburu sunset termashur sikunir , dieng . lelah bukit sikunir , terbayar betapa indahnya sunset , agungnya gunung sindoro , sungguh sunset dieng indah terlupakan hati orang menyaksikan . , jeram serayu , jeram 14km 3 jam ."",positive,""[{'label': 'positive', 'score': 0.8497055768966675}]"",0.8497055768966675";;;;;;
"1680415691-217,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,AdamJakarta,Dataran tinggi yang indah,Dataran Tinggi Dieng merupakan dataran tinggi yang indah dan sejuk. Pemandangan dan udara sejuknya tidak akan didapat didaerah perkotaan lain. Rasa lelah saya terbayar setelah menempuh 4 jam perjalanan dari Jogja. Setelah melihat pemandangan dan menghirup udara sejuknya makan perjalanan selama  4 jam di kendaraan terbayar sudah.,dataran dieng dataran indah sejuk . pemandangan udara sejuknya didaerah perkotaan . lelah terbayar menempuh 4 jam perjalanan jogja . pemandangan menghirup udara sejuknya makan perjalanan 4 jam kendaraan terbayar .,negative,""[{'label': 'negative', 'score': 0.8992801308631897}]"",0.8992801308631897";;;;;;
"1680415691-218,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,harswan,Nikmati kawah dan candi dengan udara yang segar,""Beberapa telaga dan kawah pegunungan Dieng membuat pengalaman wisata yang amazing. Candi Dieng yang berbeda dengan Borobudur, pemandangan yang indah sepanjang perjalanan menuju puncak Dieng dan udara yang dingin menjadikan ingin kembali berwisata ke Dieng Plateau."",""telaga kawah pegunungan dieng pengalaman wisata amaz . candi dieng berbeda borobudur , pemandangan indah perjalanan puncak dieng udara dingin menjadikan berwisata dieng plateau ."",positive,""[{'label': 'positive', 'score': 0.7816278338432312}]"",0.7816278338432312";;;;;;
"1680415691-219,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,BourgeoisGigir,Kerja Keras Petani dan Tanah Subur Dieng,""Dg sepeda motor sewaan dr pemilik salah satu hotel di Dieng, kami menjelahi daerah perbukitan Dieng. Yang sangat mengesankan dr pengalaman ini, kami menemukan bagaimana para petani di Dieng benar benar memanfaatkan setiap jengkal tanah subur di Dieng. Kebun sayur sayuran tertata apik dan asri dengan teras teras yg mengikuti alur jengkal asli tanah asli. Fully cultivated hills and flat land proving the hardworking Dieng farmer and the fertility of the soil..."",""dg sepeda motor sewaan dr pemilik salah hotel dieng , menjelahi daerah perbukitan dieng . mengesankan dr pengalaman , menemukan petani dieng memanfaatkan jengkal tanah subur dieng . kebun sayur sayuran tertata apik asri tera tera yg mengikuti alur jengkal asli tanah asli . fulli cultiv hill and flat land prove the hardwork dieng farmer and the fertil of the soil ..."",positive,""[{'label': 'positive', 'score': 0.9904934763908386}]"",0.9904934763908386";;;;;;
"1680415691-220,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Kimi_Hitharo,Touring di Atas Awan,""Peradaban di ketinggian, perkebunan sayuran dan buah-buahan dengan view yang mengagumkan sangat recommended untuk dikunjungi. Keramahan warganya membuat semakin berwarna."",""peradaban ketinggian , perkebunan sayuran buah-buahan view mengagumkan recommend dikunjungi . keramahan warganya berwarna ."",negative,""[{'label': 'negative', 'score': 0.7308993339538574}]"",0.7308993339538574";;;;;;
"1680415691-221,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Only_Ully,Kedinginan full,""Berada di Kab.Banjarnegara, Jateng tetapi banyak yang menyangka berada di wil Wonosobo. Sekitar 3-4 jam perjalanan dengan mobil pribadi dari Kota DiY.";;;;;;
;;;;;;
Terkenal dengan keindahan Golden Sunrise nya yang bisa dilihat dati puncak bukit Sikunir. ;;;;;;
;;;;;;
Selain Golden Sunrise yang cantik, di Dieng juga terdapat lokasi wisata yang indah dan berjarak berdekatan seperti Candi-candi, Telaga warna, kawah Sikidang, dan Sumur Jalatunda.;;;;;;
;;;;;;
Kuliner yang terkenal di Wonosobo yaitu Mie Ongklok yang disantap dengan sate sapi. ;;;;;;
;;;;;;
Keripik kentang, jamur dan kacang khas Dieng dapat dijadikan oleh-oleh. Selain itu terdapat buah khas Dieng yang terkenal yaitu Carica, sejenis pepaya kecil yang dijadikan manisan khas Dieng.;;;;;;
;;;;;;
Suhu di Dieng sangat dingin, terutama pada saat malam di bulan Juli-Agustus, saking dinginnya kalau pad musim hujan di siang hari pun apabila bernafas masih mengepulkan uap dari hidung atau mulut.;;;;;;
;;;;;;
"Ga heran jika tanah Dieng sangat subur dan indah."",""kab.banjarnegara , jateng menyangka wil wonosobo . 3-4 jam perjalanan mobil pribadi kota diy . terken keindahan golden sunris nya dati puncak bukit sikunir . golden sunris cantik , dieng lokasi wisata indah berjarak berdekatan candi-candi , telaga warna , kawah sikidang , sumur jalatunda . kulin terken wonosobo mie ongklok disantap sate sapi . keripik kentang , jamur kacang kha dieng dijadikan oleh-oleh . buah kha dieng terken carica , sejeni pepaya dijadikan manisan kha dieng . suhu dieng dingin , malam juli-agustu , sake dinginnya pad musim hujan siang bernafa mengepulkan uap hidung mulut . ga heran tanah dieng subur indah ."",positive,""[{'label': 'positive', 'score': 0.9148848056793213}]"",0.9148848056793213";;;;;;
